DV,1,2,3,4,5
1.0,-0.515524295679,-0.285642418395,-0.175587710392,0.160235232542,1.02160538726
2.0,-0.372148483541,-0.303158430129,-0.143845814421,0.0743882715679,1.02064657189
3.0,-0.559981468662,-0.332151901982,-0.218931613402,0.132585303434,0.91188498135
4.0,-0.430130046784,-0.294215970497,-0.267962539858,0.0752063668377,0.586286514892
5.0,-0.477944788468,-0.328675447063,-0.284168216551,-0.0632808836879,0.703565393147
