DV,1,2,3,4,5
1.0,0.0239215308107,-0.124055770574,-0.261724894582,-0.651807821557,-1.13553472574
2.0,0.139526839872,0.0860772782967,0.00130136639676,-0.35255748392,-0.845230455617
3.0,0.453780250419,0.176406905553,0.0838954061924,-0.105878126989,-0.670648650888
4.0,0.603820885563,0.443692415836,0.317353990036,0.0604982701754,-0.301036043287
5.0,0.854747743482,0.706511936636,0.595887188937,0.351980137902,-0.138379668758
