DV,1,2,3,4,5
1,0.461930135987,0.19400218119,0.0364260695313,-0.27962893305,-0.725993252322
2,0.494920436375,0.13162498865,-0.145715005434,-0.496508284778,-0.782726458038
3,0.386188981361,0.333576881027,-0.125159286375,-0.299495334479,-0.746488701698
4,0.632899853079,0.236813366018,0.117638825919,-0.301553860467,-0.632472796055
5,0.941817311682,0.719693552585,0.286242804508,0.132429922887,-0.395402654852
