DV,1,2,3,4,5
1,-0.742232765219,-0.433579248754,-0.0501437863433,0.310563790911,0.955864330644
2,-0.734510351677,-0.443201464829,0.00118643572289,0.33151737272,1.20218175758
3,-0.67214170492,-0.434490577742,-0.0553524904832,0.314109686429,0.981085496453
4,-0.718159419841,-0.378248850722,-0.127794835999,0.242408950102,0.945858208312
5,-0.811002607484,-0.66264293439,-0.177777702399,0.336292642899,0.8411279213
